index,Ship Mode,Predicted
43600,Standard Class,Standard Class
30419,First Class,Standard Class
33693,Standard Class,Standard Class
34231,Standard Class,Standard Class
29215,Second Class,Standard Class
46897,Standard Class,Standard Class
41919,Standard Class,Standard Class
22317,Standard Class,Standard Class
38650,Standard Class,Standard Class
28600,First Class,Standard Class
9081,Standard Class,Standard Class
38827,Standard Class,Standard Class
47874,Second Class,Standard Class
5052,Standard Class,Standard Class
7272,Standard Class,Standard Class
15713,Standard Class,Standard Class
13980,Second Class,Standard Class
37112,Standard Class,Standard Class
12884,First Class,Standard Class
49132,First Class,
33519,Standard Class,Standard Class
13986,Second Class,Standard Class
17469,Standard Class,Standard Class
32948,Standard Class,Standard Class
5041,Standard Class,Standard Class
15323,Standard Class,Standard Class
11293,Second Class,Standard Class
2744,Standard Class,Standard Class
23248,Standard Class,Standard Class
11392,Second Class,Standard Class
27556,Same Day,Standard Class
32848,Standard Class,Standard Class
3231,Standard Class,Standard Class
28567,First Class,Standard Class
31658,Second Class,Standard Class
36995,Standard Class,Standard Class
48739,Standard Class,Standard Class
6008,First Class,Standard Class
8950,Standard Class,Standard Class
15474,Standard Class,Standard Class
48117,Standard Class,Standard Class
45134,Same Day,Standard Class
2831,Standard Class,Standard Class
1315,Second Class,Standard Class
14426,Second Class,Standard Class
24709,Second Class,Standard Class
36429,Standard Class,Standard Class
43978,Standard Class,Standard Class
32916,Standard Class,Standard Class
8895,Standard Class,Standard Class
29331,Second Class,Standard Class
48725,Standard Class,Standard Class
25676,Same Day,Standard Class
7978,Standard Class,Standard Class
22799,Standard Class,Standard Class
9028,Standard Class,Standard Class
7792,Standard Class,Standard Class
40772,Standard Class,Standard Class
8054,Standard Class,Standard Class
31685,Second Class,Standard Class
30169,First Class,
3011,Standard Class,Standard Class
31641,Second Class,Standard Class
44976,Standard Class,Standard Class
6471,First Class,Standard Class
33471,Standard Class,Standard Class
16911,Standard Class,Standard Class
11071,First Class,Standard Class
16871,Standard Class,Standard Class
15225,Second Class,Standard Class
36868,Standard Class,Standard Class
48479,Standard Class,Standard Class
487,Standard Class,Standard Class
43983,Standard Class,Standard Class
35697,Standard Class,Standard Class
30188,First Class,
45948,Standard Class,Standard Class
16104,Standard Class,Standard Class
22321,Standard Class,Standard Class
6250,Second Class,
595,Standard Class,Standard Class
9537,Second Class,Standard Class
503,Standard Class,Standard Class
40090,Standard Class,Standard Class
12083,Second Class,Standard Class
31724,Second Class,
12992,First Class,Standard Class
48681,Standard Class,Standard Class
3837,Second Class,Standard Class
9226,First Class,Standard Class
13369,First Class,Standard Class
19783,Standard Class,Standard Class
22675,Standard Class,Standard Class
28800,First Class,
46106,Same Day,Standard Class
20144,Standard Class,Standard Class
12243,First Class,Standard Class
37697,Standard Class,Standard Class
44838,Standard Class,Standard Class
19173,Standard Class,Standard Class
49155,Second Class,Standard Class
31443,Second Class,Standard Class
5578,Standard Class,Standard Class
15157,Second Class,Standard Class
28809,First Class,Standard Class
17739,Standard Class,Standard Class
6299,First Class,Standard Class
36438,Standard Class,Standard Class
31081,Same Day,
4476,First Class,Standard Class
19129,Standard Class,Standard Class
17538,Standard Class,Standard Class
49073,Standard Class,Standard Class
14225,Second Class,Standard Class
6426,Second Class,Standard Class
47756,Standard Class,Standard Class
8447,Standard Class,Standard Class
34635,Standard Class,Standard Class
47849,Same Day,Standard Class
647,Standard Class,Standard Class
15871,Standard Class,Standard Class
33219,Standard Class,Standard Class
21505,Standard Class,Standard Class
20184,Standard Class,Standard Class
19328,Standard Class,Standard Class
41727,Standard Class,Standard Class
46093,Same Day,
9160,Standard Class,Standard Class
32460,Standard Class,Standard Class
38171,Standard Class,Standard Class
24888,Second Class,Standard Class
23607,First Class,
8761,Standard Class,Standard Class
34882,Standard Class,Standard Class
39972,Standard Class,Standard Class
18436,Standard Class,Standard Class
15396,Standard Class,Standard Class
47841,First Class,
34181,Standard Class,Standard Class
2662,Standard Class,Standard Class
44492,Standard Class,Standard Class
35907,Standard Class,Standard Class
14591,Second Class,Standard Class
18365,Standard Class,Standard Class
41897,Standard Class,Standard Class
34098,Standard Class,Standard Class
43705,Standard Class,Standard Class
29822,Second Class,Standard Class
25083,Same Day,
47054,Standard Class,Standard Class
728,Standard Class,Standard Class
13978,Second Class,Standard Class
48072,Second Class,Standard Class
21331,Standard Class,Standard Class
42045,Standard Class,Standard Class
22699,Standard Class,Standard Class
24296,Second Class,Standard Class
41758,Standard Class,Standard Class
33717,Standard Class,Standard Class
47680,Standard Class,Standard Class
38833,Standard Class,Standard Class
18883,Standard Class,Standard Class
32580,Standard Class,Standard Class
35802,Standard Class,Standard Class
8475,Standard Class,Standard Class
49476,Standard Class,Standard Class
22147,Standard Class,Standard Class
29981,Second Class,Standard Class
27028,Same Day,Standard Class
23211,Standard Class,Standard Class
41186,Standard Class,Standard Class
48144,Standard Class,Standard Class
41793,Standard Class,Standard Class
28678,First Class,Standard Class
47211,Second Class,
11835,Second Class,
31348,Second Class,Standard Class
1909,Same Day,Standard Class
42981,Standard Class,Standard Class
12714,Same Day,Standard Class
22270,Standard Class,Standard Class
47456,Standard Class,Standard Class
25328,Second Class,
47477,Standard Class,Standard Class
18120,Standard Class,Standard Class
4816,First Class,Standard Class
46472,Standard Class,Standard Class
46471,Standard Class,Standard Class
32620,Standard Class,Standard Class
3007,Standard Class,Standard Class
37082,Standard Class,Standard Class
43291,Standard Class,Standard Class
151,Standard Class,Standard Class
30624,First Class,Standard Class
42063,Standard Class,Standard Class
48529,Standard Class,Standard Class
940,Standard Class,Standard Class
8515,Standard Class,Standard Class
5740,Standard Class,Standard Class
34679,Standard Class,Standard Class
17484,Standard Class,Standard Class
30609,First Class,Standard Class
31278,Second Class,Standard Class
37370,Standard Class,Standard Class
16027,Standard Class,Standard Class
30048,First Class,
43346,Standard Class,Standard Class
1280,Second Class,Standard Class
20495,Standard Class,Standard Class
20689,Standard Class,Standard Class
49117,Second Class,Standard Class
32279,Second Class,Standard Class
28729,First Class,Standard Class
8248,Standard Class,Standard Class
46482,Standard Class,Standard Class
24981,First Class,
31193,Second Class,
22903,Standard Class,Standard Class
18079,Standard Class,Standard Class
37473,Standard Class,Standard Class
9518,Second Class,
3191,Standard Class,Standard Class
31748,Second Class,Standard Class
21353,Standard Class,Standard Class
1379,First Class,Standard Class
42308,Standard Class,Standard Class
1304,Second Class,Standard Class
39536,Standard Class,Standard Class
42782,Standard Class,Standard Class
30421,First Class,Standard Class
4265,Standard Class,Standard Class
28680,First Class,Standard Class
6212,Same Day,Standard Class
887,Standard Class,Standard Class
8139,Standard Class,Standard Class
25858,First Class,
22936,Standard Class,Standard Class
5260,Standard Class,Standard Class
16213,Standard Class,Standard Class
24903,Second Class,Standard Class
40720,Standard Class,Standard Class
6044,First Class,Standard Class
15944,Standard Class,Standard Class
568,Standard Class,Standard Class
14264,Second Class,Standard Class
35009,Standard Class,Standard Class
4011,Standard Class,Standard Class
22734,Standard Class,Standard Class
22420,Standard Class,Standard Class
38213,Standard Class,Standard Class
35067,Standard Class,Standard Class
8569,Standard Class,Standard Class
6604,Same Day,Standard Class
24342,Second Class,Standard Class
31330,Second Class,Standard Class
25297,Same Day,
9701,First Class,Standard Class
28223,First Class,Standard Class
13908,Second Class,Standard Class
41215,Standard Class,Standard Class
6952,Standard Class,Standard Class
37363,Standard Class,Standard Class
36898,Standard Class,Standard Class
41589,Standard Class,Standard Class
2811,Standard Class,Standard Class
43193,Standard Class,Standard Class
15393,Standard Class,Standard Class
9433,Second Class,Standard Class
48639,First Class,Standard Class
11854,Second Class,Standard Class
6955,Standard Class,Standard Class
47377,Standard Class,Standard Class
18089,Standard Class,Standard Class
29326,Second Class,Standard Class
20406,Standard Class,Standard Class
17152,Standard Class,Standard Class
26457,Second Class,
40053,Standard Class,Standard Class
36280,Standard Class,Standard Class
26394,Second Class,Standard Class
6090,Same Day,Standard Class
35134,Standard Class,Standard Class
21616,Standard Class,Standard Class
17017,Standard Class,Standard Class
29627,Second Class,Standard Class
10630,Same Day,Standard Class
37475,Standard Class,Standard Class
28319,Same Day,
33162,Standard Class,Standard Class
29076,First Class,Standard Class
38860,Standard Class,Standard Class
26571,Second Class,Standard Class
41848,Standard Class,Standard Class
29734,Second Class,Standard Class
42055,Standard Class,Standard Class
33705,Standard Class,Standard Class
35670,Standard Class,Standard Class
5245,Standard Class,Standard Class
13066,First Class,
27681,First Class,Standard Class
5383,Standard Class,Standard Class
17325,Standard Class,Standard Class
4154,Standard Class,Standard Class
42624,Standard Class,Standard Class
40777,Standard Class,Standard Class
31134,Second Class,Standard Class
30714,First Class,Standard Class
23450,Standard Class,Standard Class
1406,First Class,
15776,Standard Class,Standard Class
13841,First Class,Standard Class
48936,First Class,
45724,First Class,
25598,Second Class,Standard Class
19983,Standard Class,Standard Class
2575,Standard Class,Standard Class
26097,First Class,Standard Class
37544,Standard Class,Standard Class
2376,Second Class,Standard Class
9544,Second Class,Standard Class
39402,Standard Class,Standard Class
42152,Standard Class,Standard Class
21692,Standard Class,Standard Class
28928,First Class,Standard Class
42325,Standard Class,Standard Class
40171,Standard Class,Standard Class
16102,Standard Class,Standard Class
9287,First Class,
37561,Standard Class,Standard Class
29600,Second Class,Standard Class
23470,Standard Class,Standard Class
46047,Standard Class,Standard Class
3695,Standard Class,Standard Class
38282,Standard Class,Standard Class
13476,First Class,Standard Class
12389,Second Class,Standard Class
6159,Second Class,Standard Class
48486,Second Class,Standard Class
11602,Second Class,Standard Class
29554,Second Class,Standard Class
38637,Standard Class,Standard Class
39485,Standard Class,Standard Class
24350,Second Class,
2756,Standard Class,Standard Class
